Name, AU ZERO SPOT YIELD, AU ZERO 1M YIELD, AU ZERO 2M YIELD, AU ZERO 3M YIELD, AU ZERO 6M YIELD, AU ZERO 9M YIELD, AU ZERO 1Y YIELD, AU ZERO 2Y YIELD, AU ZERO 3Y YIELD, AU ZERO 4Y YIELD, AU ZERO 5Y YIELD, AU ZERO 6Y YIELD, AU ZERO 7Y YIELD, AU ZERO 8Y YIELD, AU ZERO 9Y YIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,AU00Y00,AU00Y01,AU00Y02,AU00Y03,AU00Y06,AU00Y09,AU01Y00,AU02Y00,AU03Y00,AU04Y00,AU05Y00,AU06Y00,AU07Y00,AU08Y00,AU09Y00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2010,4.8755,4.9068,4.949,4.9898,5.2194,5.2327,5.3294,5.3728,5.4687,5.8428,5.9511,6.0155,6.065,6.1001,6.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2010,4.8702,4.9072,4.9483,4.9905,5.2216,5.2727,5.3685,5.4427,5.5591,5.9343,6.0486,6.147,6.1892,6.2211,6.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2010,4.8702,4.9072,4.9487,4.9905,5.222,5.2499,5.345,5.4035,5.512,5.8957,6.0039,6.0719,6.1185,6.1444,6.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2010,4.8702,4.9072,4.949,4.9931,5.2271,5.2552,5.3478,5.3951,5.5071,5.8876,5.9928,6.0494,6.0926,6.1148,6.1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2010,4.8755,4.9058,4.949,4.9905,5.222,5.2302,5.3144,5.3258,5.4352,5.8085,5.9087,5.9921,6.031,6.061,6.0847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2010,4.8755,4.9062,4.9487,4.9924,5.222,5.2451,5.3316,5.3907,5.497,5.8714,5.9715,6.0639,6.1254,6.1534,6.1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2010,4.8807,4.9072,4.9483,4.9935,5.2216,5.2489,5.3379,5.3726,5.4972,5.8696,5.9683,6.0246,6.0967,6.1288,6.1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2010,4.8755,4.9072,4.9487,4.9912,5.2143,5.2097,5.2948,5.3015,5.4197,5.799,5.9071,6.0174,6.0689,6.12,6.1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2010,4.8755,4.9058,4.9487,4.9912,5.1857,5.1987,5.2818,5.3045,5.4175,5.8084,5.9187,6.0169,6.0909,6.1312,6.1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/2010,4.8755,4.9062,4.9487,4.9886,5.1703,5.1667,5.2453,5.2108,5.3246,5.7141,5.8303,5.9162,5.9772,6.0258,6.0592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2010,4.8755,4.9065,4.9474,4.9912,5.1652,5.1688,5.241,5.2167,5.3217,5.7107,5.8365,5.9916,6.042,6.1086,6.1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2010,4.8755,4.9068,4.947,4.9909,5.1678,5.1658,5.2465,5.2183,5.3159,5.7051,5.8286,5.9386,6.008,6.0715,6.1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2010,4.8807,4.9068,4.9474,4.9912,5.1703,5.1798,5.2558,5.2024,5.2999,5.6894,5.8187,5.9461,6.0188,6.0755,6.1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2010,4.8833,4.9062,4.9474,4.9912,5.1652,5.1678,5.2456,5.2132,5.3027,5.6835,5.8128,5.9343,6.0197,6.0761,6.1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2010,4.92,4.9248,4.9604,4.999,5.1678,5.1865,5.267,5.2362,5.3313,5.7151,5.8585,6.0081,6.074,6.1591,6.1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2010,4.9331,4.9356,4.9786,5.0171,5.1755,5.205,5.2833,5.297,5.3936,5.7865,5.9297,6.0673,6.1738,6.24,6.2918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2010,4.9383,4.946,4.9848,5.0298,5.1982,5.2453,5.323,5.3459,5.45,5.8383,5.9734,6.0562,6.1487,6.199,6.2386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2010,4.9383,4.9486,4.9903,5.0327,5.2011,5.2566,5.3368,5.383,5.4779,5.8727,6.0078,6.1019,6.1791,6.2322,6.2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2010,4.9803,4.9571,4.989,5.0353,5.2088,5.2597,5.344,5.3846,5.4967,5.8915,6.0263,6.075,6.153,6.2,6.2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2010,5.0117,4.9587,4.9916,5.0301,5.2011,5.2573,5.3502,5.4326,5.5409,5.9338,6.0653,6.1967,6.2717,6.3128,6.3523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2010,5.038,4.9591,4.9916,5.0301,5.2037,5.2513,5.3411,5.3776,5.4979,5.8979,6.0351,6.1594,6.2384,6.282,6.3213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/2010,4.998,4.9591,4.99,5.0375,5.2037,5.2601,5.3538,5.4171,5.5359,5.9423,6.0853,6.189,6.2652,6.3056,6.3486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2010,4.9878,4.9591,4.9903,5.0405,5.1985,5.243,5.3256,5.3512,5.4576,5.8578,5.9985,6.0955,6.1687,6.2127,6.2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2010,5.0117,4.9584,4.9903,5.0405,5.1908,5.2414,5.3222,5.3456,5.4581,5.8557,5.987,6.0812,6.1514,6.1889,6.2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2010,4.9672,4.9587,4.9903,5.0431,5.1934,5.2459,5.3313,5.372,5.4841,5.8819,6.0097,6.1076,6.1875,6.2278,6.2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2010,4.9672,4.9591,4.9916,5.0431,5.2011,5.2685,5.3544,5.4407,5.5602,5.9553,6.0807,6.1809,6.2543,6.292,6.3252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/12/2010,4.9672,4.9584,4.9972,5.0431,5.2062,5.2845,5.3756,5.4532,5.5773,5.9731,6.1044,6.1961,6.2544,6.2922,6.3217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2010,4.9672,4.9587,4.9975,5.0431,5.2088,5.2852,5.3761,5.4271,5.5514,5.9467,6.0781,6.2002,6.258,6.2954,6.3245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2010,4.9672,4.9587,4.9975,5.0431,5.2088,5.2852,5.3761,5.4271,5.5514,5.9467,6.0781,6.2002,6.258,6.2954,6.3245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2010,4.9672,4.9587,4.9975,5.0431,5.2088,5.2852,5.3761,5.4271,5.5514,5.9467,6.0781,6.2002,6.258,6.2954,6.3245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2010,4.9619,4.9591,4.9979,5.0431,5.2117,5.2881,5.3863,5.4638,5.5874,5.9834,6.1089,6.2075,6.281,6.321,6.3514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2010,4.9619,4.9591,4.9926,5.0405,5.1989,5.2619,5.355,5.4456,5.5615,5.9517,6.0714,6.1634,6.2345,6.2722,6.3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2010,4.9619,4.9584,4.992,5.0431,5.1989,5.2465,5.3311,5.4033,5.5204,5.9098,6.0294,6.1032,6.174,6.212,6.2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/01/2011,4.9619,4.9584,4.992,5.0431,5.1989,5.2465,5.3311,5.4033,5.5204,5.9098,6.0294,6.1032,6.174,6.212,6.2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/01/2011,4.9619,4.9587,5.0001,5.0431,5.2015,5.2323,5.3118,5.329,5.4413,5.8309,5.9542,6.0668,6.1366,6.1775,6.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/01/2011,4.9619,4.9591,5.0018,5.0431,5.1886,5.2212,5.3017,5.3312,5.438,5.8341,5.9661,6.0935,6.1757,6.229,6.2714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/01/2011,4.9619,4.9591,5.0018,5.0427,5.1934,5.2198,5.2995,5.3148,5.4246,5.8237,5.9582,6.0954,6.1678,6.2309,6.2764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/01/2011,4.9619,4.9591,5.0018,5.0431,5.1963,5.2121,5.284,5.2761,5.386,5.7846,5.9218,6.0164,6.1085,6.1586,6.2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/2011,4.9619,4.9584,5.0011,5.0431,5.1938,5.2151,5.2845,5.2831,5.3829,5.7788,5.9045,6.0387,6.1208,6.1771,6.2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2011,4.9619,4.9587,4.9975,5.0379,5.1758,5.1562,5.2233,5.1791,5.2779,5.6632,5.8041,5.9441,6.0351,6.0938,6.1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2011,4.975,4.9643,5.0018,5.0431,5.1784,5.1771,5.249,5.2476,5.342,5.7399,5.883,6.0198,6.1142,6.1768,6.2321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2011,4.9881,4.9774,5.0018,5.0427,5.1806,5.1903,5.2718,5.2705,5.4025,5.7953,5.9267,6.0221,6.1141,6.1538,6.2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2011,4.9829,4.9774,5.0018,5.0431,5.1784,5.1864,5.262,5.2449,5.3598,5.7565,5.8902,5.9975,6.0793,6.1295,6.1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2011,4.9852,4.9793,5.0011,5.0431,5.181,5.1885,5.261,5.2287,5.3392,5.7376,5.8689,5.9787,6.0642,6.1142,6.1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2011,4.9724,4.9796,5.0014,5.0431,5.1784,5.1818,5.2592,5.2574,5.3706,5.767,5.8983,6.0196,6.1048,6.1548,6.1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2011,4.9724,4.9826,5.0018,5.0431,5.1758,5.1906,5.272,5.2788,5.3915,5.7901,5.9249,6.0279,6.13,6.1863,6.2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/01/2011,4.9803,4.9826,5.0018,5.0394,5.1806,5.191,5.2762,5.2625,5.3809,5.7828,5.9167,6.0423,6.14,6.2026,6.2479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2011,4.9803,4.9826,5.0044,5.0398,5.1938,5.203,5.2959,5.2939,5.4167,5.8277,5.9589,6.045,6.1398,6.1964,6.2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2011,4.9803,4.9823,5.004,5.0405,5.2066,5.2138,5.3081,5.3009,5.4219,5.8214,5.9498,6.0603,6.1458,6.1985,6.2378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/01/2011,4.9698,4.9787,5.0018,5.0327,5.204,5.1858,5.2774,5.2467,5.3548,5.7529,5.8784,5.9762,6.0659,6.1187,6.1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2011,4.9672,4.9761,5.0005,5.0327,5.204,5.183,5.2764,5.2677,5.3756,5.774,5.8995,6.0124,6.1012,6.1545,6.1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/01/2011,4.9541,4.9692,5.0018,5.036,5.2073,5.1664,5.253,5.2229,5.3339,5.7323,5.8579,5.9767,6.0684,6.1222,6.1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/2011,4.9383,4.9614,4.9979,5.0353,5.2011,5.1515,5.2316,5.1661,5.2688,5.6638,5.7929,5.8962,5.9849,6.0383,6.0808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2011,4.9174,4.9601,4.9946,5.0356,5.2015,5.1598,5.2405,5.1708,5.2721,5.6668,5.8006,5.9261,6.0138,6.0674,6.1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/02/2011,4.92,4.9601,4.991,5.033,5.2028,5.1734,5.2595,5.249,5.36,5.7563,5.8877,6.0181,6.1157,6.1823,6.2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/02/2011,4.9174,4.9601,4.9913,5.0356,5.2028,5.1601,5.2449,5.2336,5.3445,5.7373,5.8716,6.0085,6.0999,6.1691,6.2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/02/2011,4.9095,4.9601,4.9966,5.0362,5.2075,5.1972,5.2902,5.2961,5.4095,5.803,5.9368,6.0383,6.1366,6.1956,6.2387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/02/2011,4.9095,4.9601,4.9966,5.0392,5.2143,5.2339,5.3437,5.4453,5.5721,5.9626,6.0882,6.1958,6.2715,6.322,6.3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/02/2011,4.9095,4.9601,4.9972,5.0408,5.2156,5.2414,5.3492,5.4505,5.6041,5.9949,6.1179,6.2121,6.283,6.327,6.3629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/02/2011,4.9095,4.9601,4.9975,5.0408,5.2143,5.2254,5.3318,5.4188,5.576,5.969,6.0973,6.2078,6.2832,6.344,6.3764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/02/2011,4.9095,4.9601,5.0005,5.0382,5.2181,5.2301,5.3338,5.3926,5.5658,5.9674,6.0954,6.1966,6.2761,6.3264,6.3658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2011,4.9095,4.9601,5.0005,5.0375,5.2139,5.222,5.3267,5.3796,5.5422,5.9433,6.0745,6.1697,6.2555,6.3083,6.3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2011,4.9095,4.9601,5.0005,5.0353,5.2169,5.1879,5.2825,5.2961,5.4539,5.86,5.9969,6.1125,6.1978,6.2581,6.3035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2011,4.9147,4.9601,4.9998,5.0408,5.2143,5.1942,5.2903,5.3355,5.4958,5.9113,6.0444,6.1601,6.268,6.3264,6.3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2011,4.9147,4.9601,5.0001,5.0434,5.2156,5.1895,5.2821,5.2854,5.4493,5.8605,6.0031,6.104,6.1956,6.2586,6.3069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2011,4.9147,4.9601,5.0018,5.0434,5.2156,5.1854,5.281,5.3066,5.4647,5.8739,6.0107,6.1165,6.2146,6.2643,6.3135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2011,4.9147,4.9601,5.0018,5.0427,5.2152,5.1856,5.2812,5.2803,5.4359,5.8476,5.9809,6.0663,6.171,6.2143,6.2576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2011,4.9147,4.9601,5.0001,5.0431,5.2143,5.1843,5.2805,5.2909,5.4439,5.8521,5.9861,6.1054,6.1906,6.247,6.2885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2011,4.9147,4.9601,5.0004,5.0434,5.2143,5.1753,5.269,5.2906,5.4464,5.8551,5.9859,6.0931,6.1748,6.2287,6.2706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2011,4.9069,4.9601,5.0007,5.0434,5.2117,5.1667,5.2509,5.228,5.3717,5.779,5.9123,6.0099,6.1117,6.1615,6.2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2011,4.899,4.9601,5.0011,5.0434,5.2117,5.1759,5.259,5.2281,5.3608,5.7647,5.8958,5.9909,6.0792,6.1268,6.1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2011,4.899,4.9627,5.0031,5.0453,5.2165,5.1972,5.2888,5.2756,5.4024,5.8041,5.9351,6.0208,6.1029,6.1469,6.1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2011,4.9121,4.9643,5.0007,5.0424,5.2132,5.1913,5.2776,5.2442,5.371,5.7726,5.9003,6.0018,6.0836,6.1274,6.1669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2011,4.9147,4.961,5.0011,5.0424,5.2158,5.1851,5.2739,5.2395,5.3499,5.7421,5.8828,5.9806,6.0662,6.1124,6.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/03/2011,4.8885,4.9614,5.0011,5.0424,5.215,5.1937,5.2851,5.2572,5.3786,5.7627,5.8941,6.0169,6.1084,6.1584,6.2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/03/2011,4.8885,4.9591,5.0011,5.0417,5.2128,5.1781,5.2679,5.2238,5.3262,5.7019,5.8336,5.9551,6.0569,6.1158,6.1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/03/2011,4.8702,4.9591,5.0004,5.0424,5.2158,5.1974,5.2906,5.2887,5.3989,5.7776,5.9152,6.0344,6.1387,6.2014,6.2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/03/2011,4.8728,4.9591,5.0007,5.0424,5.2158,5.1908,5.283,5.2468,5.3598,5.7441,5.8787,6.0044,6.0828,6.1458,6.1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/03/2011,4.8728,4.9584,5.0037,5.0424,5.2158,5.1793,5.2706,5.2366,5.3502,5.7281,5.8626,5.9757,6.0737,6.1332,6.1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/03/2011,4.8833,4.9587,5.0011,5.0424,5.215,5.1827,5.2727,5.2655,5.3761,5.7542,5.8858,6.005,6.103,6.1691,6.2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/03/2011,4.8964,4.9591,5.0037,5.0413,5.2154,5.1797,5.2682,5.2444,5.3631,5.7414,5.8729,5.998,6.0929,6.159,6.2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2011,4.9016,4.9591,4.9952,5.0411,5.2106,5.147,5.231,5.1792,5.2879,5.6652,5.8028,5.9218,6.0134,6.0762,6.1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2011,4.9043,4.9591,5.0007,5.0398,5.2042,5.1358,5.2157,5.1479,5.2434,5.6149,5.7496,5.8837,5.9689,6.0479,6.0896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2011,4.903,4.9571,4.9972,5.032,5.1837,5.0844,5.1597,5.0832,5.1824,5.5527,5.6872,5.8062,5.9102,5.9888,6.0372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2011,4.8794,4.9222,4.9581,4.9827,5.133,4.9535,5.0388,4.9514,5.065,5.4479,5.5907,5.7182,5.8308,5.9154,5.9732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2011,4.8715,4.9147,4.9477,4.9847,5.1334,4.9724,5.0507,4.9774,5.1093,5.4901,5.6328,5.7451,5.8427,5.9116,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2011,4.8689,4.9121,4.9418,4.9879,5.126,5.0036,5.0868,5.0348,5.1686,5.5472,5.6902,5.8057,5.9032,5.9689,6.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2011,4.8689,4.9104,4.9474,4.9905,5.135,5.0145,5.0968,5.0398,5.1733,5.5497,5.6926,5.8021,5.8966,5.956,6.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2011,4.8715,4.912,4.9529,5.0009,5.1478,5.059,5.1414,5.0707,5.2044,5.5778,5.7178,5.8275,5.919,5.9849,6.0304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2011,4.8715,4.9124,4.9529,5.0009,5.1445,5.061,5.1432,5.1099,5.2433,5.6199,5.76,5.8817,5.9729,6.0388,6.0842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2011,4.8715,4.9088,4.9529,4.9976,5.1385,5.0552,5.134,5.1022,5.2301,5.6096,5.7523,5.8711,5.9657,6.0315,6.0801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2011,4.8715,4.9068,4.9483,4.9944,5.1312,5.0525,5.1329,5.0971,5.2304,5.6097,5.7527,5.8714,5.9658,6.0316,6.0767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2011,4.8663,4.9068,4.9487,4.9944,5.1312,5.0578,5.1435,5.1523,5.2923,5.6702,5.8073,5.9139,6.0087,6.0682,6.1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2011,4.8637,4.9072,4.9516,4.9957,5.135,5.0708,5.1559,5.16,5.3159,5.6856,5.8198,5.9295,6.0119,6.0716,6.1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2011,4.8637,4.9075,4.949,4.996,5.1341,5.0636,5.1517,5.1758,5.3208,5.6878,5.8221,5.9319,6.0143,6.0741,6.1163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2011,4.8637,4.9068,4.9516,4.996,5.1304,5.0709,5.1544,5.1623,5.3136,5.6829,5.8171,5.9297,6.0182,6.0812,6.1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2011,4.8637,4.9072,4.9483,4.9922,5.1302,5.0661,5.145,5.1257,5.2772,5.6573,5.7916,5.9133,6.0141,6.083,6.1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/04/2011,4.8637,4.9072,4.9539,4.996,5.1379,5.0867,5.1695,5.1753,5.334,5.7209,5.8608,5.9825,6.0832,6.1553,6.2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/04/2011,4.8663,4.9098,4.949,4.996,5.1354,5.0726,5.1503,5.1356,5.2954,5.6845,5.8272,5.9518,6.0586,6.1304,6.1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/04/2011,4.8899,4.9117,4.949,4.996,5.1328,5.0663,5.1424,5.139,5.2853,5.6709,5.8195,5.947,6.0568,6.1254,6.1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/04/2011,4.8951,4.9121,4.949,4.996,5.1346,5.0799,5.1595,5.1677,5.3241,5.7133,5.8647,5.9921,6.1021,6.1707,6.2289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/04/2011,4.8938,4.9124,4.9532,5.0064,5.1533,5.0995,5.1852,5.1984,5.368,5.7578,5.9065,6.028,6.1318,6.1973,6.2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/04/2011,4.8938,4.9124,4.9536,5.009,5.1559,5.1452,5.2345,5.2792,5.4503,5.8389,5.9905,6.109,6.2066,6.2691,6.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2011,4.8938,4.9124,4.9539,5.0064,5.1584,5.132,5.2216,5.2527,5.4327,5.8265,5.9749,6.0904,6.1849,6.244,6.2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2011,4.899,4.9117,4.9516,5.0038,5.1533,5.0962,5.1747,5.2067,5.3896,5.7823,5.9307,6.0458,6.1436,6.2061,6.2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2011,4.9,4.9094,4.9542,5.0064,5.159,5.121,5.2088,5.2508,5.4305,5.824,5.9694,6.0756,6.1642,6.2205,6.2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2011,4.901,4.9124,4.9536,5.0064,5.1597,5.103,5.1926,5.235,5.4195,5.8082,5.9509,6.0664,6.1578,6.2139,6.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/2011,4.9013,4.915,4.9539,5.0064,5.1597,5.1113,5.1951,5.2114,5.4016,5.7927,5.9353,6.0447,6.133,6.1857,6.2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/2011,4.903,4.9163,4.9516,5.0064,5.1572,5.0793,5.1586,5.1432,5.3295,5.725,5.8674,5.9767,6.0681,6.1273,6.1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/2011,4.9082,4.9117,4.949,4.996,5.1495,5.0756,5.1532,5.1361,5.3089,5.7064,5.8518,5.955,6.0401,6.0997,6.1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/04/2011,4.9095,4.9085,4.9516,4.9986,5.152,5.0937,5.182,5.2165,5.3915,5.7876,5.9301,6.0394,6.1246,6.1873,6.2227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2011,4.9095,4.9078,4.9516,4.9986,5.152,5.0899,5.1673,5.1647,5.3427,5.732,5.8687,5.9692,6.0576,6.1173,6.1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2011,4.9095,4.9078,4.9516,4.9986,5.152,5.0899,5.1673,5.1647,5.3427,5.732,5.8687,5.9692,6.0576,6.1173,6.1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/04/2011,4.9095,4.9078,4.9516,4.9986,5.152,5.0899,5.1673,5.1647,5.3427,5.732,5.8687,5.9692,6.0576,6.1173,6.1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/04/2011,4.9121,4.9065,4.9516,4.9986,5.1495,5.0983,5.1745,5.1542,5.3323,5.7186,5.8524,5.953,6.0414,6.1012,6.1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/04/2011,4.9095,4.9068,4.9542,5.0116,5.1821,5.1638,5.2446,5.2461,5.4035,5.7823,5.9077,6.0056,6.0913,6.1514,6.1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/04/2011,4.8912,4.9068,4.9562,5.0164,5.1927,5.1518,5.2287,5.2109,5.3644,5.737,5.8628,5.9637,6.0495,6.1094,6.1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/04/2011,4.8912,4.9068,4.9565,5.0164,5.1927,5.166,5.2401,5.2107,5.3639,5.7371,5.8627,5.9576,6.0341,6.0878,6.1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/05/2011,4.8912,4.9062,4.9568,5.0164,5.1927,5.1959,5.2639,5.2343,5.3851,5.7577,5.8833,5.9692,6.0428,6.0934,6.1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/05/2011,4.8781,4.9065,4.9542,5.0139,5.1945,5.1784,5.2524,5.2213,5.3403,5.7094,5.8352,5.9364,6.0253,6.0821,6.1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/05/2011,4.8728,4.9068,4.9594,5.0209,5.2026,5.1843,5.2607,5.2184,5.3187,5.6793,5.7995,5.8857,5.9721,6.0261,6.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/05/2011,4.8702,4.9068,4.9588,5.0268,5.2158,5.1774,5.2545,5.1841,5.2875,5.6449,5.7654,5.8607,5.9313,5.9822,6.0186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/05/2011,4.8885,4.9094,4.9773,5.0502,5.2606,5.2735,5.3532,5.311,5.4076,5.753,5.862,5.9487,6.0198,6.0646,6.0948,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/05/2011,4.8938,4.9085,4.9855,5.0502,5.2837,5.265,5.3535,5.2871,5.39,5.7317,5.832,5.9129,5.9748,6.0135,6.0442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
