Name, AU ZERO SPOT YIELD, AU ZERO 1M YIELD, AU ZERO 2M YIELD, AU ZERO 3M YIELD, AU ZERO 6M YIELD, AU ZERO 9M YIELD, AU ZERO 1Y YIELD, AU ZERO 2Y YIELD, AU ZERO 3Y YIELD, AU ZERO 4Y YIELD, AU ZERO 5Y YIELD, AU ZERO 6Y YIELD, AU ZERO 7Y YIELD, AU ZERO 8Y YIELD, AU ZERO 9Y YIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,AU00Y00,AU00Y01,AU00Y02,AU00Y03,AU00Y06,AU00Y09,AU01Y00,AU02Y00,AU03Y00,AU04Y00,AU05Y00,AU06Y00,AU07Y00,AU08Y00,AU09Y00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,%,%,%,%,%,%,%,%,%,%,%,%,%,%,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/08/2008,7.5738,7.7115,7.6648,7.6302,7.5232,7.3406,7.251,6.8131,6.7485,6.7959,6.7745,6.7232,6.7069,6.7019,6.7002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/08/2008,7.5935,7.7134,7.6872,7.6284,7.553,7.3819,7.2899,6.8427,6.7779,6.8204,6.7932,6.7746,6.7541,6.7467,6.7417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2008,7.0293,7.689,7.6602,7.6195,7.5532,7.3801,7.2814,6.7857,6.6848,6.7168,6.7075,6.6856,6.6659,6.6454,6.6474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/08/2008,7.2224,7.7007,7.6602,7.6179,7.568,7.3354,7.2378,6.7151,6.6411,6.6892,6.668,6.6963,6.605,6.5886,6.5715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/08/2008,7.2993,7.6988,7.6533,7.6141,7.5582,7.3251,7.229,6.7416,6.6829,6.7413,6.7255,6.6913,6.6746,6.6666,6.6616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/08/2008,6.2701,7.6898,7.6415,7.5962,7.5214,7.2856,7.1783,6.684,6.6041,6.6409,6.6314,6.5827,6.5605,6.5563,6.5514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/08/2008,7.4639,7.6664,7.6333,7.5945,7.5127,7.301,7.1935,6.7145,6.6478,6.6959,6.6745,6.634,6.5994,6.5863,6.5754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/08/2008,7.5738,7.6727,7.644,7.5909,7.5146,7.3165,7.2189,6.7827,6.7131,6.7636,6.7449,6.7083,6.6795,6.6649,6.6538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2008,7.6802,7.6861,7.653,7.5965,7.5364,7.3354,7.2276,6.7953,6.7257,6.7766,6.7573,6.7119,6.6856,6.6751,6.6639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/08/2008,7.311,7.6771,7.6425,7.5892,7.5442,7.3354,7.2358,6.7326,6.6592,6.7068,6.6892,6.6695,6.6465,6.6362,6.6273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/08/2008,7.2249,7.6572,7.6361,7.6088,7.5179,7.2975,7.202,6.7529,6.6777,6.7363,6.7091,6.681,6.6582,6.6409,6.6296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2008,7.2249,7.623,7.601,7.5766,7.4846,7.2941,7.2087,6.683,6.6084,6.6678,6.6407,6.6216,6.5988,6.5814,6.5702,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/08/2008,7.4404,7.5698,7.5363,7.491,7.4223,7.2098,7.1158,6.6753,6.6164,6.6749,6.6531,6.6218,6.5989,6.5879,6.5739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/08/2008,7.5702,7.5579,7.5363,7.4918,7.4336,7.2167,7.1212,6.6545,6.6066,6.6594,6.6348,6.5949,6.5539,6.5374,6.5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2008,7.5071,7.5604,7.533,7.5132,7.4126,7.1961,7.0972,6.7667,6.7196,6.7742,6.7464,6.6972,6.6563,6.6333,6.6096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/08/2008,7.4404,7.62,7.5894,7.5774,7.5272,7.2907,7.2121,6.7577,6.7093,6.7675,6.7377,6.6971,6.6562,6.637,6.6196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/09/2008,7.6249,7.5949,7.5579,7.5257,7.4168,7.2425,7.1665,6.6844,6.6173,6.6819,6.6459,6.6091,6.5654,6.5456,6.5253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/09/2008,7.4639,7.5526,7.5248,7.4864,7.3923,7.215,7.131,6.734,6.6747,6.7309,6.6998,6.6273,6.5629,6.5316,6.4994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/09/2008,7.2224,7.5156,7.5129,7.4811,7.401,7.2391,7.1466,6.6408,6.572,6.6363,6.5954,6.5317,6.4735,6.4431,6.4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/09/2008,7.4326,7.5171,7.5114,7.4971,7.4336,7.2012,7.0989,6.6274,6.5792,6.6427,6.5924,6.5412,6.4889,6.4636,6.4406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/09/2008,7.5189,7.526,7.5105,7.4989,7.4046,7.1617,7.0567,6.5077,6.4656,6.5267,6.4739,6.4236,6.3715,6.3433,6.3165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/09/2008,7.3973,7.5496,7.5543,7.5507,7.4746,7.1961,7.0939,6.5606,6.5127,6.5881,6.5491,6.5117,6.4771,6.4602,6.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/09/2008,7.6249,7.5462,7.5363,7.5328,7.4115,7.129,7.011,6.4444,6.3974,6.4589,6.4175,6.3898,6.3372,6.3085,6.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2008,7.4079,7.5614,7.5417,7.556,7.4098,7.1135,6.9861,6.5018,6.4274,6.4915,6.4416,6.4176,6.3733,6.357,6.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2008,7.3541,7.5659,7.5563,7.5364,7.3793,7.0947,6.9553,6.4595,6.4115,6.4727,6.425,6.3945,6.3576,6.3342,6.3139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2008,7.3345,7.5821,7.5678,7.5595,7.4501,7.1359,7.0026,6.5919,6.5324,6.5848,6.5347,6.5158,6.481,6.4611,6.4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2008,6.2701,7.5966,7.5866,7.5989,7.4256,7.0774,6.9401,6.406,6.3899,6.4371,6.4155,6.3815,6.3709,6.3634,6.3545,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/09/2008,7.6799,7.5589,7.5256,7.4883,7.2872,6.9606,6.8065,6.4226,6.4003,6.4632,6.4067,6.3882,6.3617,6.3445,6.3334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2008,5.1991,7.6282,7.5937,7.5632,7.4396,7.1066,6.9725,6.5461,6.4764,6.5402,6.5013,6.4499,6.4034,6.3812,6.3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/09/2008,5.2009,7.705,7.691,7.6881,7.5054,7.1566,7.0313,6.5729,6.5671,6.6354,6.5789,6.4981,6.4645,6.4548,6.4443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/2008,5.2009,7.8244,7.8086,7.8133,7.5816,7.1875,7.0769,6.788,6.6898,6.781,6.73,6.7164,6.6627,6.6395,6.6155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2008,2.0502,7.7123,7.698,7.6846,7.5571,7.2167,7.1175,6.7583,6.6818,6.7791,6.7393,6.69,6.6429,6.6389,6.6279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2008,3.0873,7.8229,7.8059,7.792,7.6394,7.3027,7.2003,6.7343,6.6757,6.7676,6.7338,6.7082,6.679,6.6616,6.6438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2008,6.2712,7.8236,7.7735,7.7322,7.5605,7.2528,7.155,6.6276,6.5537,6.6381,6.5957,6.5384,6.4836,6.4766,6.4572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/09/2008,5.2009,7.83,7.7887,7.7489,7.6018,7.2167,7.1023,6.5655,6.5392,6.6307,6.5966,6.5594,6.6403,6.5134,6.5093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2008,6.2701,7.7666,7.7482,7.6935,7.4204,7.0499,6.9299,6.4861,6.4482,6.5338,6.4997,6.4448,6.4163,6.4095,6.3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/09/2008,9.001,7.7623,7.7088,7.632,7.3478,6.9915,6.8708,6.3541,6.3325,6.4182,6.3901,6.3681,6.3353,6.3366,6.3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/2008,8.4492,7.7432,7.6891,7.632,7.2673,6.8282,6.6883,6.3002,6.3045,6.3922,6.3691,6.3482,6.3367,6.3342,6.3252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2008,7.8969,7.4351,7.3515,7.2437,7.0206,6.6926,6.5925,6.1906,6.2002,6.2975,6.2913,6.48,6.2596,6.2675,6.2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2008,7.3541,7.4207,7.3777,7.2771,7.0136,6.696,6.592,6.1545,6.1747,6.2696,6.258,6.2433,6.2375,6.2377,6.2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2008,7.9003,7.4246,7.3641,7.2913,7.0276,6.6324,6.516,6.1851,6.204,6.3209,6.3141,6.5049,6.2695,6.2709,6.2722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2008,8.4492,7.4246,7.3641,7.2913,7.0276,6.6324,6.516,5.8742,5.8748,5.9927,5.9814,6.1771,5.9449,5.9589,5.9602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2008,4.1387,7.3496,7.2708,7.1863,6.7847,6.3131,6.1678,5.3254,5.4539,5.6245,5.6791,5.9916,5.7141,5.7445,5.7818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2008,8.1716,6.7622,6.6632,6.5742,6.0578,5.545,5.437,5.1731,5.2966,5.4806,5.5223,5.6378,5.699,5.7377,5.7778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2008,9.5515,6.6151,6.532,6.4602,5.8316,5.3909,5.2874,5.3568,5.483,5.6767,5.7175,5.7893,5.827,5.8663,5.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2008,8.4492,6.5346,6.4791,6.4319,5.6717,5.3344,5.2587,5.1062,5.3182,5.5116,5.5354,5.758,5.8293,5.8721,5.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/2008,11.7981,6.3402,6.3249,6.2673,5.6196,5.158,5.0965,5.3645,5.5416,5.7676,5.835,5.8966,5.9697,6.0299,6.0954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/2008,7.9003,6.3641,6.2556,6.2249,5.5484,5.2128,5.2215,5.4019,5.538,5.7482,5.7712,5.8137,5.8699,5.9153,5.9625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2008,7.353,6.4486,6.348,6.2963,5.7377,5.2282,5.1921,5.2642,5.4856,5.7003,5.7286,5.7794,5.9926,5.8475,5.8955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/2008,7.9003,6.1948,6.0255,5.9,5.1997,4.9407,4.9089,5.1152,5.3456,5.581,5.6311,5.7043,5.7589,5.8062,5.8523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2008,6.8108,6.1556,6.026,5.8611,5.25,4.9527,4.9242,5.2689,5.525,5.7766,5.8146,5.7583,5.8522,5.9117,5.9807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/10/2008,6.8108,6.1884,6.0744,5.9159,5.3905,5.1495,5.1066,5.1614,5.3981,5.6402,5.6623,5.6815,5.7345,5.7766,5.8199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/2008,6.542,6.2978,6.2289,6.0853,5.571,5.2522,5.2013,5.2201,5.4287,5.6384,5.6501,5.6984,5.7305,5.754,5.7826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2008,6.2712,6.3145,6.2075,6.0661,5.5432,5.1871,5.1161,5.0661,5.288,5.5027,5.5201,5.5717,5.6238,5.6666,5.7134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/2008,6.2701,6.318,6.1923,6.0712,5.5675,5.0656,4.9799,4.9928,5.2244,5.4493,5.4721,5.5286,5.578,5.6229,5.6694,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2008,6.542,6.4111,6.2622,6.1012,5.5918,5.093,5.0069,5.0332,5.2278,5.4532,5.4593,5.496,5.5342,5.5467,5.5752,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/10/2008,6.542,6.3436,6.1898,6.013,5.4478,4.9887,4.9156,4.9432,5.1901,5.4371,5.4648,5.5121,5.5674,5.6057,5.6459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/10/2008,6.542,6.3443,6.1916,6.0323,5.4113,4.8945,4.821,5.0868,5.3375,5.6057,5.6774,5.6625,5.7419,5.79,5.8452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/2008,7.0815,6.3394,6.1898,6.0805,5.5141,5.0263,4.9684,5.1088,5.3763,5.6229,5.6782,5.7319,5.7976,5.8323,5.8721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/10/2008,6.8114,6.2971,6.2367,6.1206,5.5832,5.1152,5.0542,5.2526,5.5416,5.7769,5.8379,5.8356,5.8793,5.906,5.9341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2008,7.0841,6.1829,6.1028,6.0183,5.5315,5.129,5.0677,5.1547,5.4599,5.7101,5.7675,5.814,5.8418,5.8587,5.8771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2008,6.8108,5.9999,5.9166,5.8206,5.3649,5.0161,4.963,5.0601,5.4132,5.6723,5.7472,5.7983,5.8622,5.8897,5.9294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2008,6.2701,5.8485,5.796,5.736,5.2313,4.9014,4.8599,4.7522,5.132,5.4268,5.5261,5.6126,5.716,5.7829,5.8527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2008,6.0012,5.5503,5.4106,5.3096,4.8415,4.4314,4.3846,4.7509,5.1805,5.4758,5.5849,5.6433,5.7258,5.793,5.8627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2008,6.0028,5.5613,5.4097,5.2893,4.7202,4.363,4.3293,4.6626,5.0601,5.3525,5.4564,5.6403,5.7428,5.8043,5.8727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2008,6.2701,5.5508,5.3783,5.1506,4.6305,4.24,4.1856,4.5942,5.0121,5.3204,5.435,5.5048,5.6229,5.7012,5.7826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2008,5.7361,5.5613,5.3663,5.1119,4.596,4.2247,4.1671,4.5254,4.9801,5.2832,5.3862,5.4944,5.6023,5.6648,5.7342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2008,6.2197,5.5533,5.3523,5.0769,4.5406,4.1786,4.1164,4.3753,4.8199,5.1281,5.2369,5.3791,5.4959,5.567,5.6414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2008,6.2712,5.497,5.2641,4.9921,4.4146,4.0505,3.9791,4.3483,4.789,5.1183,5.2491,5.3472,5.4789,5.5662,5.6529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/2008,6.0028,5.4886,5.2175,4.9052,4.359,4.013,3.9288,4.3413,4.7741,5.0895,5.2206,5.3686,5.4909,5.5677,5.6441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/11/2008,6.0028,5.4655,5.2196,4.9034,4.4957,4.1,4.0183,4.3291,4.7361,5.0548,5.1805,5.3165,5.445,5.5246,5.6085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2008,6.0028,5.1643,5.0104,4.7493,4.2851,3.984,3.9136,4.2751,4.7025,5.0211,5.1352,5.2717,5.406,5.4828,5.5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/2008,6.0028,5.1671,5.021,4.7669,4.3317,3.9908,3.9288,4.2898,4.702,5.0151,5.1238,5.2518,5.3708,5.4419,5.5161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2008,5.7331,5.1781,5.0192,4.7785,4.3558,4.0301,3.9555,4.1948,4.6125,4.9418,5.0672,5.1862,5.2931,5.3583,5.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/2008,5.7361,5.0264,4.9285,4.6829,4.252,3.8901,3.8089,3.9936,4.4763,4.8045,4.9268,5.0083,5.1095,5.1663,5.2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2008,2.5655,4.8114,4.7793,4.5657,3.9798,3.6138,3.5081,3.8668,4.377,4.7042,4.8231,4.8921,4.9906,5.0498,5.1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2008,4.9325,4.8099,4.7586,4.606,4.0608,3.665,3.5841,3.9802,4.4905,4.8184,4.9316,5.0442,5.133,5.1856,5.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/2008,5.2009,4.7944,4.7554,4.6147,4.0556,3.7076,3.6229,3.9486,4.4595,4.7819,4.887,4.9505,5.0082,5.0652,5.1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2008,5.4658,4.793,4.7554,4.622,4.0884,3.6684,3.5888,3.9801,4.4539,4.7628,4.8486,4.9383,5.0223,5.0699,5.1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/11/2008,5.4663,4.8176,4.8162,4.7042,4.2503,3.7671,3.6771,4.1067,4.5722,4.8677,4.9594,5.0384,5.1199,5.1579,5.1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2008,5.4663,4.8176,4.8271,4.8673,4.3867,3.832,3.7463,3.9438,4.3815,4.6882,4.7804,4.8653,4.9608,5.0083,5.0579,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2008,6.0028,4.7765,4.7129,4.6397,4.1157,3.7654,3.6838,3.8966,4.3024,4.6147,4.729,4.8045,4.8888,4.9273,4.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2008,6.0028,4.715,4.6516,4.5594,4.0588,3.6051,3.5233,3.9358,4.3673,4.6574,4.7514,4.7763,4.8256,4.854,4.8863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2008,5.7331,4.7629,4.7077,4.6748,4.1485,3.7651,3.6801,3.9323,4.3699,4.671,4.7574,4.7542,4.7981,4.8212,4.8479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2008,4.7755,4.7629,4.7478,4.7252,4.2003,3.7808,3.6855,3.9297,4.3357,4.6152,4.6967,4.765,4.8024,4.8213,4.8415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2008,5.0935,4.7894,4.7902,4.8077,4.2693,3.7637,3.6584,3.9583,4.4061,4.6984,4.786,4.7645,4.7867,4.8006,4.8119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2008,5.2009,4.8152,4.8096,4.841,4.2054,3.7875,3.6821,4.0396,4.4872,4.7778,4.853,4.8354,4.8623,4.876,4.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2008,6.2701,4.7609,4.7814,4.8095,4.2227,3.7944,3.6956,3.9834,4.4211,4.7105,4.7859,4.9024,4.9425,4.9605,4.9802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2008,6.2712,4.7401,4.727,4.7255,4.0658,3.6713,3.577,3.9088,4.3459,4.6597,4.7325,4.7815,4.8527,4.8921,4.9306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2008,5.7361,4.6872,4.6758,4.566,4.1175,3.6034,3.5215,3.7875,4.1718,4.4914,4.567,4.6855,4.7465,4.7727,4.8042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2008,4.6685,4.6783,4.6743,4.6748,4.0261,3.6051,3.5131,3.8667,4.23,4.5363,4.634,4.7143,4.8084,4.862,4.9175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2008,4.8253,4.6584,4.6603,4.652,4.0743,3.5949,3.5165,3.7289,4.1027,4.4146,4.5178,4.6082,4.6974,4.7484,4.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/2008,4.9861,4.6587,4.6357,4.5663,3.9331,3.5591,3.4708,3.8086,4.1196,4.4154,4.5135,4.6166,4.6755,4.7085,4.7432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2008,6.5406,4.6589,4.6269,4.5157,3.9313,3.5554,3.4621,3.7069,4.0024,4.298,4.3908,4.3886,4.4558,4.4812,4.5077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2008,6.0028,4.6589,4.6284,4.5154,3.9228,3.5762,3.4946,3.6248,3.9362,4.2316,4.3191,4.3785,4.4197,4.433,4.4474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2008,4.6685,4.6379,4.6112,4.4651,3.9176,3.5404,3.4489,3.6894,3.9899,4.2854,4.3727,4.4664,4.5036,4.5106,4.5186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2008,4.4017,4.5842,4.5165,4.376,3.8401,3.5029,3.4287,3.6999,4.0002,4.296,4.3831,4.4344,4.4722,4.4831,4.4916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/12/2008,5.1472,4.439,4.4118,4.2641,3.8487,3.4466,3.3864,3.691,4.0195,4.3146,4.3995,4.4119,4.4432,4.4546,4.4635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2008,5.1472,4.4477,4.4315,4.2382,3.797,3.4586,3.3965,3.6704,3.999,4.2942,4.3791,4.4027,4.434,4.4441,4.4529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2008,5.1472,4.4477,4.4315,4.2382,3.797,3.4586,3.3965,3.6704,3.999,4.2942,4.3791,4.4027,4.434,4.4441,4.4529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2008,5.1472,4.4477,4.4315,4.2382,3.797,3.4586,3.3965,3.6704,3.999,4.2942,4.3791,4.4027,4.434,4.4441,4.4529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2008,4.4547,4.448,4.3826,4.1493,3.7765,3.4076,3.3408,3.62,3.9829,4.2831,4.3534,4.4046,4.4078,4.4075,4.4046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2008,5.7361,4.4861,4.3944,4.2295,3.8196,3.3872,3.3357,3.6454,4.0135,4.3194,4.384,4.4042,4.4055,4.4019,4.3957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2008,5.1991,4.5076,4.4402,4.2748,3.7903,3.3786,3.3134,3.5389,3.8757,4.219,4.289,4.3186,4.3495,4.3515,4.3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/01/2009,5.2009,4.5076,4.4402,4.2746,3.7901,3.3786,3.3137,3.5389,3.8756,4.2187,4.2889,4.3186,4.3496,4.3514,4.3602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/01/2009,3.6117,4.4213,4.2965,4.0135,3.7042,3.3514,3.3086,3.565,3.8964,4.2343,4.3066,4.343,4.367,4.3724,4.3751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/01/2009,3.8768,4.4419,4.2891,4.0727,3.7042,3.382,3.3289,3.7095,4.0719,4.3833,4.4642,4.5264,4.5637,4.5741,4.5823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/01/2009,3.8768,4.4562,4.2928,4.111,3.7886,3.382,3.3289,3.7373,4.1158,4.4432,4.5238,4.5602,4.5978,4.6143,4.6285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/01/2009,4.1379,4.4512,4.2896,4.0814,3.7662,3.382,3.3286,3.7349,4.0819,4.4013,4.4904,4.5467,4.5897,4.5967,4.6169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2009,4.4014,4.4654,4.2931,4.1282,3.7574,3.382,3.3289,3.664,3.9849,4.2928,4.372,4.4424,4.4948,4.5135,4.5299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/01/2009,4.9325,4.4741,4.2738,4.0988,3.7662,3.382,3.3289,3.582,3.8926,4.2037,4.2886,4.3572,4.405,4.4209,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2009,5.0935,4.4648,4.2558,4.0326,3.687,3.382,3.3289,3.4755,3.7654,4.0735,4.175,4.2761,4.3707,4.3979,4.4292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2009,4.3518,4.4844,4.2508,4.0239,3.6595,3.382,3.3289,3.4672,3.7501,4.0635,4.1704,4.2793,4.36,4.3932,4.4244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2009,5.1991,4.4794,4.2318,4.0169,3.632,3.382,3.3286,3.3655,3.635,3.9546,4.066,4.1424,4.2255,4.2909,4.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2009,5.0398,4.4723,4.2301,4.0324,3.5234,3.382,3.3289,3.33,3.6151,3.9205,4.0463,4.1501,4.2421,4.2894,4.3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2009,4.8788,4.3844,4.1269,3.8447,3.5357,3.382,3.3289,3.3605,3.7007,4.0008,4.1286,4.2631,4.3582,4.3932,4.4262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2009,4.9325,4.3383,4.1194,3.8065,3.5184,3.382,3.3289,3.4394,3.7762,4.0713,4.2105,4.3298,4.4228,4.4613,4.5128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/01/2009,4.8788,4.284,4.0795,3.7161,3.5236,3.382,3.3289,3.3375,3.6591,3.9727,4.1064,4.2531,4.3642,4.4071,4.4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2009,6.9181,4.279,3.9819,3.7109,3.4119,3.382,3.3286,3.3172,3.67,3.9808,4.1314,4.2369,4.3516,4.428,4.4798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2009,5.7361,4.2211,3.9941,3.6797,3.429,3.382,3.3289,3.3148,3.6935,4.0094,4.1402,4.3112,4.4341,4.5158,4.5755,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2009,6.542,4.2371,4.0023,3.6971,3.4411,3.382,3.3289,3.2157,3.5579,3.8741,4.0104,4.1659,4.2814,4.3571,4.4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2009,6.4332,4.2371,4.0023,3.6971,3.4411,3.382,3.3289,3.2106,3.5633,3.8847,4.021,4.1579,4.2954,4.371,4.4493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/01/2009,5.6281,4.0147,3.8386,3.5565,3.3225,3.382,3.3289,3.246,3.5729,3.8997,4.0579,4.1897,4.3295,4.4145,4.4951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/2009,5.7331,3.9851,3.8004,3.5495,3.3483,3.382,3.329,3.2918,3.5978,3.9193,4.0558,4.1402,4.2576,4.3399,4.3979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2009,4.8788,3.9378,3.7708,3.4695,3.2639,3.382,3.3289,3.1548,3.5076,3.8179,3.9544,4.1391,4.2645,4.3637,4.4352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
